Timestamp,Username,VideoID,Comment,Date
2023-08-01T11:51:24Z,@Juan_deep,18rEHyZtpwg,No point in setting location filter if Lyft doesn’t have enough customers for that feature 😂😂 have fun waiting 15-30 min per ride,2023-08-01T11:51:24Z
2023-07-24T23:59:36Z,@brendavilla2041,18rEHyZtpwg,THANK YOU FOR KEEPING IT SIMPLE AND STRAIGHT TO THE POINT WITH YOU VIDEO. THIS WAS VERY HELPFUL.,2023-07-24T23:59:36Z
2023-07-21T05:21:26Z,@Tangleddogs,18rEHyZtpwg,"In the last one where you add the thank you note are you sure it goes to the passenger?
 or is it a note about your rating decision that goes to Lyft?",2023-07-21T05:21:26Z
2023-07-22T09:18:00Z,@wakeywakey8603,18rEHyZtpwg,"I assumed it goes to Lyft, explaining why I rated them less than 5 stars. I've written things like, ""possible drug dealer"" & ""rude"" and ""scam alert."" If the rider read these notes, they would prolly make a false report on me. You know, tit for that.",2023-07-22T09:18:00Z
2023-10-16T14:43:37Z,@6nosis,18rEHyZtpwg,"@@wakeywakey8603why would you write something that carries such a massive taboo and pin it on the poor human just because you gave him a Lyft?  That's gotta be the most conniving,  disingenuous, rude,  PETTY, thing i can think of... 
     why not JUST WRITE things you can prove and actually saw for yourself because those kinds of labels dont just fall off by themselves.   You might as well add ""looks like a rapist"" to that list for a true character assassination; Perhaps try to think of only good things; this will in turn RAISE your low vibrations thereby raising the interior vibes in the vehicle.  Try that experiment; ill bet you double your tips and it even starts doing positive things to the rest of your day!! 
     Then again this could all be a figment of the imagination by a drug dealer.",2024-06-13T22:41:55Z
2024-02-27T19:35:48Z,@treyy28804,18rEHyZtpwg,​@6nosis  I actually took a pax to a drug house without knowing it. When the pax was in the house I witnessed 3 drug deals happen. The rider was also out of his head on crack or fentanol when I picked him up. I picked him up at a motel known for prostitutes and drug users. I have reported this to lyft multiple times. They still send drivers to this location. I reported it to the police. They raided the motel.,2024-02-27T19:35:48Z
2023-07-19T13:04:42Z,@DivaliciousbyDawnn,18rEHyZtpwg,"How many people are getting the referral bonus ripped off? My daughter clicked my link in March but never signed up until
July, so they are refusing to give me the bonus. Seems like just another way to rip us off.",2023-07-19T13:04:42Z
2023-08-01T11:53:08Z,@Juan_deep,18rEHyZtpwg,You makin your daughter drive for Lyft?!?!? 😂,2023-08-01T11:53:08Z
2023-07-19T04:48:17Z,@onedaily2471,18rEHyZtpwg,That note is not for the passenger. It’s for Lyft.,2023-07-19T04:48:17Z
2023-07-18T14:06:45Z,@aa1yhm,18rEHyZtpwg,"Lyft is garbage no matter what they do,  
How much did Lyft pay you for this video to promote for them😂",2023-07-18T14:06:45Z
2023-07-18T13:40:36Z,@jonathanthorne5263,18rEHyZtpwg,this is the BEST youtube video for LYFT I have found - solves at least 4 major questions for me!!! thank you,2023-07-18T13:40:36Z
2023-07-18T14:06:50Z,@Therideshareguy,18rEHyZtpwg,Glad you found it helpful!  Remember to share with your fellow drivers.,2023-07-18T14:06:50Z
2023-07-18T05:00:20Z,@MsJimmylau,18rEHyZtpwg,Lyft are garbage no driver’s deserve it using the f. Greedy platform,2023-07-18T05:00:20Z
2023-07-18T04:44:08Z,@agl6183,18rEHyZtpwg,Be careful updating the address it will remove the pick-up money off the offer,2023-07-18T04:44:08Z
2023-08-16T16:11:42Z,@HandyDJs,18rEHyZtpwg,😮 really?!?! 😮. Are you referring to the surge amount as well?,2023-08-16T16:11:42Z
2023-08-16T16:20:47Z,@agl6183,18rEHyZtpwg,"@HandyDJs  yes  surge is added to pick up money.  The offer is designed by the location you are at. So if you are now where the passenger's location is and they update  the address, it will now make the offer lower. Effectively removing all pick up money and surge",2023-08-16T16:21:54Z
2023-07-18T03:06:44Z,@donaldmaedel7973,18rEHyZtpwg,"All these are great. I was aware of all of them. Unfortunately some of them are advantages when bonuses are available. I work in a small market, Los Angeles (not) and bonuses are pretty much nonexistent. Haven’t seen one in weeks",2023-07-18T03:06:44Z
2023-07-18T14:19:34Z,@Therideshareguy,18rEHyZtpwg,Glad you like them!,2023-07-18T14:19:34Z
2023-11-30T04:27:45Z,@NehemiahLopez-l7s,18rEHyZtpwg,Exactly because Lyft has changed the algorithms in the app cuz everyone is using filters in only bonus zone areas. I spoke to a Lyft rep who slipped and admitted it‼️,2023-11-30T04:27:45Z
2023-07-18T03:00:52Z,@mohamedalimushaani8925,18rEHyZtpwg,The Add note is for Lyft support not pax so don’t waste your time thinking lyft for the tip other than that good luck,2023-07-18T03:00:52Z
2023-07-18T01:56:12Z,@peaceforall,18rEHyZtpwg,"I love the stay in your area feature, as  a result of this  I deserted to lyft !!",2023-07-18T01:56:38Z
2023-07-18T01:54:02Z,@michaelcarter1893,18rEHyZtpwg,Great but need to find out how come rates are different for same miles,2023-07-18T01:54:02Z
2023-07-18T01:13:36Z,@FUNK_DAS_ANTIGAS,18rEHyZtpwg,"That notes is not shared with pax, it's only for Lyft support.",2023-07-18T01:13:36Z
2023-07-22T09:20:31Z,@wakeywakey8603,18rEHyZtpwg,Exactly,2023-07-22T09:20:31Z
2023-07-18T00:49:29Z,@whiteduck3140,18rEHyZtpwg,"Thanks Joe, Just started driving for Lyft again since the pandemic. The app has changed so much. I tried to find an old video from Jay Crader. He had a thank you message that he clicked on and it popped up instead of having to write out thank you’d every time",2023-07-18T00:49:29Z
2023-07-17T23:34:09Z,@kjahmbanso,18rEHyZtpwg,0:37 yup I do that all the time but I got kick off the app so oh well,2023-07-17T23:34:09Z
2023-07-17T22:29:04Z,@mariaumana4031,18rEHyZtpwg,good tips.  Thanks!,2023-07-17T22:29:04Z
2023-07-17T20:18:21Z,@lifeofrichard,18rEHyZtpwg,I only make them change the address on their app or I will do it on their phone and never on my Driver app. You don't want the PAX to dispute the ride because that the driver change it without PAX permission.,2023-07-17T20:18:21Z
2023-07-17T23:50:03Z,@kjahmbanso,18rEHyZtpwg,They will retaliate against you if you change it location you right thank for sharing,2023-07-17T23:50:03Z
2023-07-22T09:22:26Z,@wakeywakey8603,18rEHyZtpwg,Some pax are hopelessly clueless about the app and so I just edit the address for them on my app,2023-07-22T09:22:26Z
2024-10-17T21:08:25Z,@michaelmorris9546,18rEHyZtpwg,"Alternatively, you can just take them where they want to go, then end the ride. The compensation will adjust if it takes longer or is further away than the original destination, or is faster / closer.",2024-10-17T21:08:25Z
2023-07-17T19:55:24Z,@audreydesrosiers1919,18rEHyZtpwg,Oh and FYI both companies are tips so who knows how much we really been tipped Uber your ass done got busted and lived we know you got busted a while back,2023-07-17T19:55:24Z
2023-07-17T19:54:21Z,@audreydesrosiers1919,18rEHyZtpwg,"Im here in Knoxville Tn .. I started doing ride share before I Left a abuse marriage now Im not sure about other cities but when I started in Knoxville in 2018 omg Lyft was king of the city here it's was like Uber who now I went with Uber because I was killing it because I was one of the few drivers here .. I only done it for a few months then I came back in May of 2021 and Uber is the king of Knoxville Tn now .. Lyft has ran  them in to the ground here by getting greedy... Uber we don't have upfront pricing here or most of the drivers don't even know where they're going until they swiping at the person in the car .. it's sad that both companies have totally forgotten about us drivers and in reality they have gotten to the point that they have totality lower the people we get from our airport.. not only that the next county over is Sevier county pigeon forge Gatlinburg Miss Dolly Parton biggest tourist area that thousands and thousands of people come all year around and how you can hardly get a ride share with either companies ain't no damn driver wants to set in horrible traffic for chump change it's a little over an hour from our airport to get up there one way and if you're coming back you're not going to back to where you need to get so you're pretty much rice and two and a half hours for like 33 bucks if that.. not only as drivers are putting our life in danger every day we get in our vehicle and pick complete strangers up is like my tax person said we're like waitresses who work for free pretty much we weren't really make money off your tips that we get from hard riderz our customers and honestly the only benefit is that we get our money's right now is bull crap in very sad that both companies have ended up this way yes totally I can say Lyft totally hands down as the better app but you can make way more and go Solo solo and don't be greedy damn like them.. companies need to realize my saying is company needs employees employees need companies let's have common sense treat your employees like family and you'll get a hard-working employee that will make you money and save you money... Hi people been saying this world has gotten pricey but  shitty ... Uber and Lyft have the same investors that's my opinion deep down and they're just making these few f****** people rich as hell and I didn't realize you can't take this s*** to the gave.. have a blessed day,.",2023-07-17T19:54:21Z
2023-07-18T14:03:29Z,@Therideshareguy,18rEHyZtpwg,Thanks for sharing your thoughts!,2023-07-18T14:03:29Z
2023-07-19T10:37:27Z,@audreydesrosiers1919,18rEHyZtpwg,@@Therideshareguy  oh I have a lot more to share on both of them trust me 😉..,2024-06-13T23:58:22Z
2023-07-22T09:11:07Z,@wakeywakey8603,18rEHyZtpwg,"It's happening in Los Angeles too. At major events, the surge pricing is so pathetic at Dodger Stadium, Staple Center, Sofi Stadium, etc. Last month, there was a rave by the Queen Mary and lots of ravers came to Long Beach. I saw a bunch of big Provost party buses to drive these people to & from the music festival bc Uber/Lyft drivers don't wanna deal with the road closures & traffic nightmare for chump change. They're hiding the true surge, at least on my app for sure bc I rent the car from Lyft. They know I'm gonna drive, surge or no surge bc I'm paying $250/week for their rental car. So I get less bonus, shitty ride challenges & no ride guarantees. The guys who rarely drive Lyft bc Uber pays more, they get the best Lyft earnings guarantees. Even though I been loyal to Lyft since 2018. It's like being married to an asshole who spends all his money on hookers but is stingy with his wife. They're never gonna reward you for being a loyal veteran. It just gets worse & worse. Minimum fare in this city was $2.62 in 2018 and it's still $2.62 in 2023. I leave those trips for the hookers to get their earning guarantee money. It's like they read the book ""Rules for Radicals"" and decided to apply it to rideshare. It's about mafia tactics written by Sal Alinsky.",2023-07-22T09:11:07Z
2023-07-17T19:34:21Z,@jill7409,18rEHyZtpwg,"Rating the passenger five stars. Only if they tip is definitely great advice,",2023-07-17T19:34:21Z
2023-07-17T19:30:27Z,@zjbell700,18rEHyZtpwg,Great video Joe! Android user here and maybe I'm just missing it but it appears that if I'm working on a bonus the only way I can see the status of that bonus is if I'm offline. I thought there was a way to track it while logged on no?,2023-07-17T19:30:27Z
2023-07-17T19:12:02Z,@MarkMcInerney-i8f,18rEHyZtpwg,"I always review my rides the next morning, no tip = 3 stars, tip = 5 stars, no tip and I did something extra like handled their luggage, helped with their groceries or other shopping bags, made an unscheduled stop and again no tip = 1 star.  If they don't tip, I don't want to see them again.",2023-07-17T19:12:02Z
2023-07-17T23:51:15Z,@kjahmbanso,18rEHyZtpwg,You know I just 1 star I don’t care they are allowed to retaliate if you reported then it is what it is.,2023-07-17T23:51:15Z
2023-07-18T01:54:53Z,@CM-co4ky,18rEHyZtpwg,"The only way I would rate a non-tipper 3 stars or less is if they didn't tip AND they were from out of town and just passing through.  Otherwise, eventually I wouldn't have any pax left. LOL 😜",2023-07-18T01:54:53Z
2023-07-18T14:02:07Z,@MarkMcInerney-i8f,18rEHyZtpwg,"@@CM-co4ky I considered that possibility, but LYFT is not the dominant app in my area so I wasn't too worried.  What did happen was my rate of tipping pax went from about 1 in 5 to 1 in 3 without any decrease in rides.  I had several locals who weren't tipping at all, and they always had groceries or kids or wanted multiple stops.  I don't miss them.",2024-06-13T21:40:13Z
2023-07-19T04:53:12Z,@onedaily2471,18rEHyZtpwg,"I have been doing this for years, and my tip ratio has increased to over 50%

I don’t miss the non-tippers. I tend to get requests from the passengers that always tip. The non-tippers go to other drivers.",2023-07-19T04:53:12Z
2023-07-17T17:48:23Z,@tammiecollmar4054,18rEHyZtpwg,How do u thank them on lyft??,2023-07-17T17:48:23Z
2023-08-16T16:15:38Z,@HandyDJs,18rEHyZtpwg,You can't at this time. Just a 5* rating,2023-08-16T16:15:38Z
2023-07-17T17:11:16Z,@CM-co4ky,18rEHyZtpwg,"Sorry...one of your hints is incorrect.  You cannot 'Thank' your passenger for tipping you.  That ""Add note"" box goes to LYFT.....NOT the passenger.  Notice how the box says ""Park car to add more DETAILS""??   If it was going to the PAX....it would not say that.  Wish we COULD thank the tippers....but we can't. 😐(For example...if you selected: Didn't wear a seat belt, Left a mess, Rude or Other safety issue....the ""Add Note"" is to further explain one of these issues.) HTH",2023-07-17T17:21:11Z
2023-07-17T17:51:06Z,@HMan621,18rEHyZtpwg,"Yes, I had the same thought on this....that my NOTE was going to Lyft. Thanks for confirming.....I was getting worried for a minute there!",2023-07-17T17:51:06Z
2023-07-17T19:23:43Z,@joepeterpierce,18rEHyZtpwg,"I stand corrected, good call, welp, I guess this hint is you can rate a pax within 24 hours lol, wish Lyft would include a ""send thanks"" button like Uber does",2023-07-17T19:23:43Z
2023-07-18T00:00:56Z,@TeamPasanNivasa,18rEHyZtpwg,"You are correct, the note goes to Lyft and not the passenger. I wish Lyft followed Uber and let drivers thank the passenger for the tip. This motivates passengers to tip more.",2023-07-18T00:00:56Z
2023-07-18T01:45:31Z,@CM-co4ky,18rEHyZtpwg,"@@joepeterpierce Yes, I do too!   I appreciate the 24 hrs to rate a pax though.  This way, I rate ALL tippers 5 stars....even if they were slightly annoying.  But all NON-tippers never get MORE than 4 stars....even if they were perfect. 😜",2024-06-13T23:09:51Z
2024-01-07T16:39:46Z,@tubii-fushii1173,18rEHyZtpwg,Yea I believe that's an uber feature,2024-01-07T16:39:46Z
2024-03-26T19:32:44Z,@omarmaury765,18rEHyZtpwg,"When he made this video 8 months ago, you most certainly could thank your passenger. It's just recently in the past couple of months Lyft removed this option. So you can no longer thank your passenger. I always would thank my passenger and rate 5 stars.",2024-03-26T19:32:44Z
2024-07-08T16:56:39Z,@thisishouston1,18rEHyZtpwg,Yeah I just go back and re-rate the passenger and add a comment…,2024-07-08T16:56:39Z
2024-09-01T03:48:25Z,@rockyortiz1615,18rEHyZtpwg,I can 😂,2024-09-01T03:48:25Z
2024-09-28T22:36:36Z,@michellekemp4319,18rEHyZtpwg,Yes you can.,2024-09-28T22:36:36Z
2024-09-28T22:45:28Z,@michellekemp4319,18rEHyZtpwg,You check the passengers that tipped you and click on it. At the top it says THIS PASSE GER LEFT A TIP. SEND A THANK YOU. So you click on it and it sends a thank you to the passenger,2024-09-28T22:45:28Z
2024-09-28T23:42:43Z,@CM-co4ky,18rEHyZtpwg,"@@michellekemp4319 Yeah, NOW you can.  They just started this here in Florida only about a week ago. (Sep 2024) Never could before.",2024-09-28T23:42:43Z
2024-10-04T03:30:51Z,@vaglavi8490,18rEHyZtpwg,You can,2024-10-04T03:30:51Z
2025-01-31T21:02:03Z,@bigmike121372,18rEHyZtpwg,You most certainly can,2025-01-31T21:02:03Z
2023-07-17T17:05:32Z,@TheYabbayoo,18rEHyZtpwg,"Be careful when you set the center of the circle on the stay within area filter. It doesn't work if the center is on a body of water ( river, lake, pond, pool) or if the center is in a field far from the road ( like in park or on a golf course).",2023-07-17T17:05:32Z
2023-07-17T22:40:10Z,@x-armysarge,18rEHyZtpwg,"I had it going half way into the ocean,  half on land.  Lyft took me out to the anchored aircraft carrier to get some sailors a few times.",2023-07-17T22:40:10Z
2023-07-17T22:54:37Z,@TheYabbayoo,18rEHyZtpwg,"@@x-armysarge when I use it, I try to get as much of the circle over water as possible. I think the app needs to have an address associated with the PIN in the center of the circle, or it doesn't work. I was driving Uber one night and put pin out in the lake as an experiment and never got a Lyft request.",2024-06-14T01:00:32Z
2023-08-03T01:17:29Z,@ThePandacub69,18rEHyZtpwg,"Also if you pause the stay within the area filter, that automatically disables the filter without telling you. You have to log on and disable the filter to refresh it.",2023-08-03T01:17:29Z
2023-07-17T17:05:22Z,@stephenchen4448,18rEHyZtpwg,Thank you.,2023-07-17T17:05:22Z
2023-07-17T17:00:00Z,@leegerg,18rEHyZtpwg,"Don't you find it amusing that you, not Lyft, are providing this valuable information? It is very clear that drivers are the easiest to take advantage of for both riders and Lyft. Thank you for doing Lyft's job.",2023-07-17T17:00:00Z
2023-07-22T09:13:32Z,@wakeywakey8603,18rEHyZtpwg,Lyft doesn't do much to educate drivers or riders. Alot of riders still only know how to push the button for a ride. And that they're entitled to 5 minutes to get in the car.,2023-07-22T09:13:32Z
2023-07-17T15:43:48Z,@allenfambro3082,18rEHyZtpwg,"They also added the ability to permanently disable the ""auto-accept queued rides"" feature.  Under ""Driving Options"", then ""Driving Preferences"".",2023-07-17T15:43:48Z
2023-07-17T22:30:42Z,@mariaumana4031,18rEHyZtpwg,thanks for the tip,2023-07-17T22:30:42Z
2023-07-17T15:22:11Z,@zariahwilliams4335,18rEHyZtpwg,Great video famm,2023-07-17T15:22:11Z
2024-11-19T16:12:14Z,@ParsaSorbi,cx29-YZZC3w,What the fuck you are talking about !??  you are dumb ass  confused . . . . . . .,2024-11-19T16:12:14Z
2024-11-14T19:59:05Z,@pangwa8375,cx29-YZZC3w,English is a tough language.,2024-11-14T19:59:05Z
2024-09-16T00:27:26Z,@robertsage5292,cx29-YZZC3w,Thanks coach studied your take on it. It worked 🙏,2024-09-16T00:27:26Z
2024-09-09T08:19:07Z,@shayza4708,cx29-YZZC3w,Is this only available in certain metro,2024-09-09T08:19:07Z
2024-08-23T17:05:01Z,@TrueSankofa7,cx29-YZZC3w,"Nonsense? I'm not in a rural area and a filter is supposed to eliminate rides with a destination outside or not close to my destination. I live in central Phx, why would a filter send me out to Litchfield Park or Mesa and say that it's toward my destination when it's the complete opposite direction. Makes absolutely no sense. The df is trash",2024-08-23T17:12:06Z
2024-08-12T00:19:33Z,@smack9516,cx29-YZZC3w,Great video! New driver here & really appreciate you taking the time to teach👍👏,2024-08-12T00:19:33Z
2024-07-30T19:05:14Z,@user-flagbaker,cx29-YZZC3w,"If it doesn’t pick you up then you would have wasted 90 minutes of your time. 
I’m a returning UberEats Driver. Thanks that’s something to consider.",2024-07-30T19:05:14Z
2024-07-19T05:35:02Z,@marioazul27,cx29-YZZC3w,"Thanks for the info. Question, if I put one specific direccion example near to home the app still offering others raid to others random direccion?. I'm mario and I'm new on uber driving 4 week driving",2024-07-19T05:35:02Z
2024-06-30T22:04:31Z,@infernalmonolizer2539,cx29-YZZC3w,when i go back to sd from la with no rides back... ima sleep in my car😂,2024-06-30T22:04:31Z
2024-06-14T16:04:49Z,@mjohnsimmons,cx29-YZZC3w,Thank you AGAIN,2024-06-14T16:04:49Z
2024-05-18T02:08:30Z,@technodance_me,cx29-YZZC3w,I was surprised how long it took to get a ride. I’m in the Detroit market. It just seems like all day through the Metropolitan area right after ride after ride.,2024-05-18T02:08:30Z
2024-04-21T00:39:17Z,@salim777star,cx29-YZZC3w,Thank you🙌,2024-04-21T00:39:17Z
2024-04-12T23:10:02Z,@EverythingDrone1,cx29-YZZC3w,What is dead miling. And hello from Detroit Yikes,2024-04-12T23:10:02Z
2024-04-12T23:07:54Z,@EverythingDrone1,cx29-YZZC3w,Thx bud i did not know about the quick way to see directions struggling hard to figure out wr passengers are going,2024-04-12T23:07:54Z
2024-04-07T18:21:38Z,@joseluismunoz470,cx29-YZZC3w,"Thanks. I didn't notice you had to toggle it on. I couldn't figure out why it was always ""not filtering.""",2024-04-07T18:21:38Z
2024-02-18T15:26:43Z,@gboyegaolusanya9176,cx29-YZZC3w,"Hey Sergio! How r you? 
Quick question, do you stay at a spot till you get a ride after you have set your destination filter or do you start driving toward your destination in the hope that you get a ride along the way?",2024-02-18T15:26:43Z
2024-01-23T00:56:18Z,@danyl4054,cx29-YZZC3w,"This was very helpful and thank you.
Sergio, I have few questions which has nothing to do with the topic of this video. Is there an email or place I can write to you for some information on certain situations what I should do and so on. I don't want to leave it in the comments here because it doesn't have it's place.
Thank you for making these helpful videos",2024-01-23T00:56:18Z
2024-01-22T01:13:59Z,@hobkid69,cx29-YZZC3w,Sorry I meant to say upprice coming to New Jersey New York area.,2024-01-22T01:13:59Z
2024-01-22T00:28:25Z,@adnanojd,cx29-YZZC3w,"Destination filter is crap because they send you pick ups goin towards your area but then the riders destination is in the opposite direction, And they always send you trips outside your preferences",2024-01-22T00:30:08Z
2024-01-21T02:55:34Z,@Yofutbolito,cx29-YZZC3w,"I don't use it as much, they pay lower fares now when you go home specially at night.  Instead a 20 ride it will be $16 or 2 or $5.  Uber its getting 
 worse and worse",2024-01-21T02:55:34Z
2024-01-21T01:41:14Z,@brenttadams2018,cx29-YZZC3w,"THANKS  , learned and was reminded",2024-01-21T01:41:14Z
2024-01-20T22:39:00Z,@MJSmithGroup,cx29-YZZC3w,"Speaking of destination filters, I started seeing a new trip radar problem in my market a month or so ago.   For quite a long time, uber's been giving me trip radar pings for ""outside my preferences.""   That is trip radar pings for deliveries when I have deliveries turned off.  Major PIA.  It's massively distracting.   

Well, now uber has made destination filter a little worse than it already was.   What did uber do?   When I have a destination filter set, uber now gives me trip radar pings for trips going literally in any other direction.",2024-01-20T22:39:00Z
2024-01-20T05:26:28Z,@Nevergiveup20000,cx29-YZZC3w,It's anyone not been able to set destination at the airports..? Why they are not allowing this..?,2024-01-20T05:26:28Z
2024-01-19T03:36:14Z,@creeksiderockmusic,cx29-YZZC3w,"Just remember Sergio, no miles are dead miles.  With no rider in the car and app on you can collect 65.5 a mile for tax write off miles.  Atleast its something",2024-01-19T03:36:14Z
2025-01-31T00:38:06Z,@dabearsbriggs55,cx29-YZZC3w,65 cents?,2025-01-31T00:38:06Z
2024-01-18T19:01:51Z,@pollacks100,cx29-YZZC3w,"I learned something new today actually. Had my filter set to get back to my desired area, and i declined 4 in a row because they were to far to pick up, even though it was heading towards my destination. And after 4 you get booted offline and have to go back online, well then i go to hit my filter again, and now im down to 1 filter left. So becasue i got logged off after refusing 4 in a row, the system acts like i personally logged off and therefore used up 1 of my daily filters. Punishment again for not accepting trips that are 7 miles away to pick up ffss",2024-01-18T19:01:51Z
2024-01-17T21:59:10Z,@richardcastro166,cx29-YZZC3w,Lyft filter sucks,2024-01-17T21:59:10Z
2024-01-17T18:51:04Z,@kristinethibodeaux619,cx29-YZZC3w,"In my market, desrination filter does NOT  filter rides. Destinationfilter only gives navigation to the desired destination.",2024-01-17T18:51:04Z
2024-01-20T16:19:15Z,@stevenforsythe-kl3dp,cx29-YZZC3w,It may seem that way but it will actually look for trips towards your destination. All while showing navigation to your destination. Try setting it and hang in there longer.,2024-01-20T16:19:15Z
2024-01-17T16:34:33Z,@r1133rocco,cx29-YZZC3w,Thank you Sergio,2024-01-17T16:34:33Z
2024-01-17T10:21:36Z,@lleon-cv4ex,cx29-YZZC3w,My app does not consistently display the magnifying glass. There are some occasions it does not display. But I try to use it when I'm out in the middle of nowhere.,2024-01-17T10:21:36Z
2024-01-17T09:19:33Z,@kittykay8015,cx29-YZZC3w,Why make things more difficult than they need to be? Just head home and decline anything that's not on your way. Or wait for something that takes you closer to home.,2024-01-17T09:19:33Z
2024-01-17T15:04:29Z,@RideFLO,cx29-YZZC3w,This is my strategy as well,2024-01-17T15:04:29Z
2024-01-17T18:12:12Z,@RideFLO,cx29-YZZC3w,@sergioSMTMC1 good point that's true,2024-04-18T01:10:40Z
2024-01-17T06:46:24Z,@funnyvidz9682,cx29-YZZC3w,You can also set it while being on a ride and it will search for something going your direction while being on that trip,2024-01-17T06:46:24Z
2024-01-18T15:56:42Z,@patriciawilson6978,cx29-YZZC3w,You can access the DF while on a trip? Please tell me how.,2024-01-18T15:56:42Z
2024-01-17T04:25:40Z,@josesanchez5920,cx29-YZZC3w,"Uber needs to get rid of the on/off filtering trips crap, if we need to get somewhere we have google maps. At least make the DF more user friendly like Lyft's. Lyft definitely has them beat here especially with the stay within area filter, that works beautifully in a long period surge zom like a big Rave event, even early morning school/work rush area you know will surge.",2024-01-17T04:25:40Z
2024-01-17T03:00:36Z,@AaronPunkoney,cx29-YZZC3w,I can't tell you how I was using it. The short story is I am way dumber than you are assuming with the example you gave of not setting it for your home address(especially during a posted YouTube video 😂). Ok I will admit the truth.... I set it for my address that's not the dumbest part. Then I immediately started driving home. My only poor excuse is doing it 60-155 miles from home. Yes I am the idiot who gets paid $110 to drive 155+ miles from home. However I have turned down 6 times $194 to go 287 miles. Lyft not Uber( this was in my first 1-2 months. Thank you for the education Sergio,2024-01-17T03:00:36Z
2024-01-17T01:46:30Z,@erik7747,cx29-YZZC3w,I only use DF filters now to get 2 airports for private rides and expect to be bent over for using it. Coming home from the airport I don't use DF now.,2024-01-17T01:46:30Z
2024-01-16T23:12:18Z,@rafaelmotoristapp,cx29-YZZC3w,"Hello, my name is Rafael and I'm going to start as an app driver here in my country (Brazil) I'm looking for a reference to be able to create my videos, and there's no better reference than the Americans, answer me and help me too, we're in the same boat together. Brazil",2024-01-16T23:12:18Z
2024-01-16T23:02:02Z,@JaJaJa-Jja,cx29-YZZC3w,"Hey Guys, I have a question?... A customer Urinated on the back seat of my car. I took a photo and proceeded to clean it up before it seeped into the fabric. When I informed Lyft and sent them the photo. Not only was I dismissed the rude customer service agent informed me that they would not move forward unless I had 3 photos with 3 different angles. Does anyone know if this is policy?? I have looked and I can't find it..",2024-01-16T23:02:02Z
2024-01-17T04:19:01Z,@josesanchez5920,cx29-YZZC3w,"To report a Cleaning Report on Lyft you need to immediately stop accepting rides because you can not make the report if you take a ride after the incident, you also only have an hour or less to make the report. You'll need to take 3 pictures of the mess and give an explanation of what happened. Here's a tip if it doesn't look that bad you can add water to make it more noticeable. I had a girl pee in my back seat and they only gave me a $20 cleaning fee, which was upsetting because I've made reports of spilled soda and have got much more.",2024-01-17T04:19:01Z
2024-01-16T22:44:04Z,@TheYabbayoo,cx29-YZZC3w,"The DF is most useful to stay in Boost+ zones, or to avoid certian areas. I use it before NFL games to make sure I don't get stuck taking anyone there.",2024-01-16T22:44:04Z
2024-01-16T22:26:14Z,@AppRides,cx29-YZZC3w,That’s funny I work from home. I’m going to set the filter to stay at home. We appreciate your patience. I always work from home.,2024-01-16T22:26:14Z
2024-01-16T21:30:34Z,@stumpjumper5561,cx29-YZZC3w,"In Chicago, we can't set any destination filter in a surge area. Uber will block you! It says it will impact the request of riders in that area.",2024-01-16T21:30:34Z
2024-01-16T21:32:12Z,@jeffreyculbert2093,cx29-YZZC3w,Smells like an attempt to prevent you taking the profitable shorties and have to take the net negative long trips that the surge bonus makes just barely net positive (yet still basically unprofitable).,2024-01-16T21:32:12Z
2024-01-16T21:42:48Z,@stumpjumper5561,cx29-YZZC3w,This is a direct violation of TOS.,2024-01-16T21:42:48Z
2024-01-16T22:36:36Z,@TheYabbayoo,cx29-YZZC3w,"I drive in Chicago and have seen that too, but when I keep trying to set it, the app eventually lets me. It may take a couple of minutes and numerous attempts to activate. I agree that this violates the TOS and is a blatant rejection of ""independent contractor"" status.",2024-01-16T22:36:36Z
2024-01-16T21:29:14Z,@jeffreyculbert2093,cx29-YZZC3w,Time for a new experiment!,2024-01-16T21:29:14Z
2024-01-16T21:15:31Z,@JoJo-zv7ri,cx29-YZZC3w,"Well heck, that's all you had to say...set your destination to someplace that's not your destination.",2024-01-16T21:18:36Z
2024-01-16T21:00:30Z,@BillGould-n5y,cx29-YZZC3w,A lot of times it tells me it unavailable at this time what bs is that should be able to use at anytime so when it says that screw them shut app off and use Lyft do never have problem with there’s,2024-01-16T21:00:30Z
2024-01-16T22:43:02Z,@southeastlosangelesbear,cx29-YZZC3w,"If you change the preferred settings to deliveries it usually lets you, then you can just switch back to rides",2024-01-16T22:43:02Z
2024-01-16T20:56:47Z,@baldisaerodynamic9692,cx29-YZZC3w,"my experience with destination filter is this

las vegas strip, destination SE (near henderson) about 7-10 miles away.  
ill get rides straight east, north east, NORTH!!! or straight south.....all which are putting me more miles from home than where im at.    
like you say you do past home, but that ends up putting me 5-10 miles away from home, PAST my home, which is ""empty miles""
best it usually does is drop me at the airport, which cuts my dead miles in half heading home.  

oddly enough, the filter isnt ""always available"" here especially during surge times.  
ASAP, or a time...ive tried both.  i get the same results.  ive had one time both rides sent me north.  i took the first one considering how dumb it was directional wise but it paid $20 to go 4 miles straight north, so it was well worth it.  then when i was north it took me straight south basically where i was at when i set the filter.  

i find cherry picking to have better luck....and been within a mile of home.  

now, maybe its because i am in such a short distance it does not work well.",2024-01-16T20:56:47Z
2024-01-16T20:47:58Z,@thinkfast469,cx29-YZZC3w,Safe and smart.  Thanks Serg.,2024-01-16T20:47:58Z
